epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
98,322.887,0.69823,0.61519,0.89231,0.90785,0.85789,0.90198,0.75812,0.69627,0.62107,0.90203,0.000239987,0.000239987,0.000239987
99,326.135,0.69645,0.60222,0.88925,0.88639,0.87488,0.90235,0.76167,0.6812,0.61475,0.90079,0.000235584,0.000235584,0.000235584
100,329.421,0.65963,0.60281,0.88104,0.87019,0.87169,0.90121,0.76283,0.68121,0.61322,0.8991,0.000231182,0.000231182,0.000231182
101,332.662,0.67084,0.60293,0.88811,0.87427,0.87419,0.90257,0.76688,0.66246,0.60681,0.89404,0.00022678,0.00022678,0.00022678
102,335.926,0.66504,0.59696,0.87845,0.88811,0.87486,0.90961,0.76737,0.67129,0.60213,0.89845,0.000222378,0.000222378,0.000222378
103,339.148,0.66731,0.58986,0.88353,0.89757,0.87119,0.91635,0.775,0.66578,0.6035,0.89651,0.000217976,0.000217976,0.000217976
104,342.495,0.65182,0.57738,0.87196,0.90213,0.86553,0.91617,0.77254,0.66835,0.5961,0.89755,0.000213573,0.000213573,0.000213573
105,345.765,0.69777,0.60717,0.88929,0.88412,0.86845,0.91032,0.76847,0.66908,0.61207,0.89957,0.000209171,0.000209171,0.000209171
106,349.011,0.67558,0.60877,0.88895,0.89714,0.84899,0.90585,0.77167,0.66469,0.61552,0.89439,0.000204769,0.000204769,0.000204769
107,352.296,0.67509,0.61762,0.88071,0.901,0.83838,0.902,0.76337,0.67082,0.64948,0.89672,0.000200367,0.000200367,0.000200367
108,355.561,0.67587,0.61414,0.88578,0.88797,0.85005,0.89598,0.75368,0.68522,0.62736,0.9035,0.000195965,0.000195965,0.000195965
109,358.84,0.67168,0.6092,0.88171,0.89466,0.84701,0.89659,0.75955,0.67297,0.62087,0.89927,0.000191562,0.000191562,0.000191562
110,362.108,0.67494,0.59745,0.88898,0.91334,0.84421,0.90253,0.76285,0.66801,0.60811,0.89684,0.00018716,0.00018716,0.00018716
111,365.382,0.66432,0.59868,0.88892,0.91289,0.84558,0.9008,0.76734,0.66661,0.60441,0.89795,0.000182758,0.000182758,0.000182758
112,368.654,0.65909,0.58364,0.88063,0.90129,0.85511,0.89971,0.76952,0.66058,0.60863,0.89784,0.000178356,0.000178356,0.000178356
113,371.925,0.67392,0.59025,0.88214,0.90543,0.8525,0.90202,0.76491,0.66467,0.60178,0.89719,0.000173954,0.000173954,0.000173954
114,375.257,0.6704,0.59605,0.8835,0.8941,0.85677,0.89633,0.7579,0.67336,0.61912,0.90346,0.000169551,0.000169551,0.000169551
115,378.546,0.63927,0.57512,0.87724,0.87739,0.86959,0.89443,0.75679,0.66553,0.62756,0.8993,0.000165149,0.000165149,0.000165149
116,381.862,0.65815,0.59119,0.88467,0.90964,0.84426,0.89415,0.75474,0.67,0.63336,0.89858,0.000160747,0.000160747,0.000160747
117,385.184,0.66457,0.59423,0.87491,0.91616,0.83172,0.89504,0.75828,0.67126,0.63612,0.90056,0.000156345,0.000156345,0.000156345
118,388.476,0.65373,0.58861,0.88981,0.91513,0.8315,0.89432,0.75834,0.66572,0.61894,0.89895,0.000151943,0.000151943,0.000151943
119,391.712,0.633,0.56105,0.88091,0.92749,0.84486,0.89932,0.763,0.67702,0.60609,0.90086,0.00014754,0.00014754,0.00014754
120,394.997,0.6907,0.59961,0.88533,0.90326,0.86454,0.9022,0.76738,0.66145,0.60311,0.89868,0.000143138,0.000143138,0.000143138
121,398.291,0.64292,0.56862,0.87721,0.90632,0.85774,0.90322,0.76637,0.663,0.60305,0.89708,0.000138736,0.000138736,0.000138736
122,401.56,0.66817,0.58189,0.88575,0.90622,0.85144,0.89987,0.76261,0.66354,0.60076,0.89755,0.000134334,0.000134334,0.000134334
123,404.836,0.64074,0.58281,0.87943,0.8819,0.85998,0.90067,0.76231,0.6635,0.60574,0.89737,0.000129932,0.000129932,0.000129932
124,408.086,0.65673,0.57548,0.87475,0.90563,0.84705,0.89807,0.76777,0.66108,0.60872,0.89983,0.000125529,0.000125529,0.000125529
125,411.415,0.65773,0.59479,0.87985,0.89623,0.85143,0.89595,0.75991,0.67862,0.60788,0.9065,0.000121127,0.000121127,0.000121127
126,414.732,0.6653,0.58742,0.88542,0.90503,0.8486,0.89959,0.76685,0.66147,0.59373,0.90099,0.000116725,0.000116725,0.000116725
127,417.981,0.66311,0.58024,0.8791,0.91281,0.84446,0.90315,0.76848,0.66218,0.5947,0.90076,0.000112323,0.000112323,0.000112323
128,421.306,0.65459,0.57324,0.87898,0.90541,0.86065,0.90515,0.76765,0.66923,0.60687,0.9056,0.000107921,0.000107921,0.000107921
129,424.574,0.64347,0.56939,0.87273,0.90247,0.86044,0.90648,0.76797,0.66748,0.59839,0.90403,0.000103518,0.000103518,0.000103518
130,427.831,0.64563,0.58361,0.88552,0.91298,0.85816,0.90542,0.77235,0.66015,0.58692,0.89941,9.91162e-05,9.91162e-05,9.91162e-05
131,431.055,0.63387,0.57502,0.87644,0.91458,0.8569,0.904,0.77331,0.65786,0.59364,0.89937,9.4714e-05,9.4714e-05,9.4714e-05
132,434.322,0.62243,0.58186,0.87788,0.91273,0.8469,0.90182,0.77402,0.65327,0.61392,0.90043,9.03118e-05,9.03118e-05,9.03118e-05
133,437.571,0.61661,0.55943,0.87152,0.90421,0.84625,0.90141,0.77406,0.65585,0.63007,0.90039,8.59096e-05,8.59096e-05,8.59096e-05
134,440.867,0.64878,0.586,0.87633,0.89969,0.85502,0.90376,0.7792,0.64726,0.6068,0.89928,8.15074e-05,8.15074e-05,8.15074e-05
135,444.211,0.6423,0.57037,0.87756,0.89215,0.86624,0.90255,0.77741,0.64756,0.59237,0.90016,7.71052e-05,7.71052e-05,7.71052e-05
136,447.486,0.63673,0.56588,0.87395,0.88906,0.86928,0.90105,0.77501,0.64392,0.59532,0.89889,7.2703e-05,7.2703e-05,7.2703e-05
